ID,Author
4745,PATRICIA REILLY GIFF
4746,Patricia Reilly Giff
4747,Patricia Relf
4748,Patricia Rice
4749,Patricia Shaw
4750,Patricia Sprinkle
4751,Patricia T. O'Conner
4752,Patricia Telesco
4753,Patricia Tichenor Westfall
4754,Patricia Volk
4755,Patricia Wayant
4756,Patricia Wynn
4757,Patrick A. Davis
4758,Patrick Chamoiseau
4759,PATRICK CHAMOISEAU
4760,Patrick Dunne
4761,Patrick Higgins
4762,Patrick Mccabe
4763,Patrick McDonnell
4764,Patrick McGrath
4765,Patrick Morley
4766,Patrick O'Brian
4767,Patrick Robinson
4768,Patrick SÃ?Â¼skind
4769,Patrick SÃ¼skind
4770,Patrick Suskind
4771,Patrick Taylor
4772,Patrick Wolff
4773,Patrick Wood
4774,Patti Kim
4775,Paul Auster
4776,Paul B. Thompson
4777,Paul Bagdon
4778,Paul Bowles
4779,Paul Carus
4780,Paul Cowan
4781,Paul D. Meier
4782,Paul Davies
4783,Paul Doherty
4784,Paul Fleischman
4785,Paul Galdone
4786,Paul Gross
4787,Paul Halpern
4788,Paul Harding
4789,Paul Hattaway
4790,Paul Hoffman
4791,Paul Jennings
4792,Paul Kent
4793,Paul Krassner
4794,Paul Lester
4795,Paul Lukas
4796,Paul M. Angle
4797,Paul McCusker
4798,Paul Monette
4799,Paul Phifer
4800,Paul Reiser
4801,PAUL REISER
4802,Paul Rogat Loeb
4803,Paul Scott
4804,Paul Sloane
4805,Paul Solotaroff
4806,Paul Theroux
4807,Paul Vincent
4808,Paul Ware
4809,Paul Wilkes
4810,Paul Wilson
4811,Paul Witcover
4812,Paul Woodruff
4813,Paul Zindel
4814,Paula Danziger
4815,Paula Fox
4816,Paula Huntley
4817,Paula Huston
4818,Paula Marshall
4819,Paula Polk Lillard
4820,Paula Volsky
4821,Paule Marshall
4822,Paulette Bourgeois
4823,Pauline Reage
4824,Pauline Tai
4825,Paulita Sedgwick
4826,Paullina Simons
4827,Paulo Coelho
4828,Paulo Lins
4829,Peace Pilgrim
4830,Pearl Abraham
4831,Pearl Baker
4832,Pearl Cleage
4833,Pearl S. Buck
4834,Pedro CalderÃ³n de la Barca
4835,Pedro de Cieza de LeÃ³n
4836,Peggy Nicholson
4837,Peggy Parish
4838,Peggy Payne
4839,Pegi Handley
4840,PEMA CHODRON
4841,Penelope Fitzgerald
4842,Penelope J. Stokes
4843,Penelope Lively
4844,Penelope Smith
4845,Penina Keen Spinka
4846,Penthouse Magazine
4847,People for the Ethical Treatment of Anim
4848,People Magazine
4849,Pep Coll
4850,Per Olov Enquist
4851,Percy Kemp
4852,Pergaud
4853,Perri Klass
4854,PERRI O'SHAUGHNESSY
4855,Perri O'Shaughnessy
4856,Persia Woolley
4857,Pete Earley
4858,Pete Hamill
4859,Peter Ackroyd
4860,Peter Albano
4861,Peter B Heim
4862,Peter Benchley
4863,Peter Berling
4864,Peter Blexley
4865,Peter Bradshaw
4866,Peter C Newman
4867,Peter Carey
4868,Peter Cashwell
4869,Peter Clover
4870,Peter David
4871,Peter F. Hamilton
4872,Peter Fitzsimons
4873,Peter Handke
4874,Peter Hart
4875,Peter Hedges
4876,Peter Heg
4877,Peter Hoeg
4878,Peter J. D'Adamo
4879,Peter Jenkins
4880,Peter K. Wehrli
4881,Peter Kline
4882,Peter Kummer
4883,Peter Lear
4884,Peter Lerangis
4885,Peter Maas
4886,Peter Mansfield
4887,Peter Mark Roget
4888,Peter Matthiessen
4889,Peter Mayle
4890,Peter McWilliams
4891,Peter Nelson
4892,Peter Robinson
4893,Peter S. Beagle
4894,Peter Singer
4895,Peter Straub
4896,Peter Tremayne
4897,Peter Van Der Veer
4898,Peter Weber
4899,Peter Wright
4900,Peters
4901,Petra Durst-Benning
4902,Petra Oelker
4903,Phil Georgeff
4904,Phil Gross
4905,Phil Hirsch
4906,Phil McGraw
4907,Phil Rickman
4908,Philip Ardagh
4909,Philip D. Eastman
4910,Philip Goldberg
4911,Philip Gourevitch
4912,Philip Haythornthwaite
4913,Philip Hazel
4914,Philip K. (Philip Kindred) Dick
4915,Philip K. Dick
4916,PHILIP K. DICK
4917,Philip Kerr
4918,Philip Kindred Dick
4919,Philip Larkin
4920,Philip Plisson
4921,PHILIP PULLMAN
4922,Philip Pullman
4923,PHILIP PULLMAN
4924,Philip Roth
4925,PHILIP ROTH
4926,Philip Smith
4927,Philip Zaleski
4928,Philipp Vandenberg
4929,Philippa Gregory
4930,Philippe Djian
4931,Philippe Fix
4932,Phillip C. McGraw
4933,PHILLIP M. MARGOLIN
4934,Phillip Margolin
4935,Phoebe Gloeckner
4936,Phoebe McPhee
4937,Phyllis A. Whitney
4938,Phyllis Galde
4939,Phyllis Gotlieb
4940,Phyllis Reynolds Naylor
4941,Phyllis Richman
4942,Phyllis White
4943,Pieke Biermann
4944,Piergiorgio M. Sandri
4945,Piero Del Giudice
4946,Pierre Berton
4947,Pierre Corneille
4948,Pierre Desproges
4949,Pierre Joffroy
4950,Pierre Pelot
4951,Pierre Sansot
4952,Piers Anthony
4953,Piers Dudgeon
4954,Piers Paul Read
4955,Piers Vitebsky
4956,Pilar Urbano
4957,Pinclo
4958,Pirandello
4959,Plato
4960,Po Bronson
4961,Poul Anderson
4962,Prabhavananda
4963,Primo Levi
4964,Proinsias Mac Cana
4965,Prosper MÃ?Â©rimÃ?Â©e
4966,Quentin Bell
4967,Quinn Taylor Evans
4968,Quintin Jardine
4969,R. A. Forster
4970,R. A. MacAvoy
4971,R. A. Montgomery
4972,R. A. Salvatore
4973,R. Conrad Stein
4974,R. J. Kaiser
4975,R. J. Pineiro
4976,R. J. Stewart
4977,R. L. Fisher
4978,R. L. Stine
4979,R. Meadon
4980,R. N. Coles
4981,R. T. Burns
4982,R. W. Holder
4983,R.A. MacAvoy
4984,R.A. Salvatore
4985,R.D. Lawrence
4986,R.J. Hollingdale
4987,R.K. Narayan
4988,R.L. Stine
4989,RaÃºl Torres
4990,Rachael F. Heller
4991,Rachel Bell
4992,Rachel Billington
4993,Rachel Carson
4994,Rachel Cohn
4995,Rachel Gibson
4996,Rachel Harris
4997,Rachel Naomi Remen
4998,Rachel Naomi Remen M.D.
4999,Rachel Pollack
5000,Rachel Roberts
5001,Rachel Simon
5002,Rachel Timms
5003,Rachelle Nelson
5004,Rae Lawrence
5005,Rafael Reig
5006,Rafik Schami
5007,Ralph Ellison
5008,Ralph Eugene Meatyard
5009,Ralph L. Carnes
5010,Ralph Waldo Emerson
5011,Rampa Lobsang
5012,Rand Flem Ath
5013,Randall Kennedy
5014,Randall Robinson
5015,Randall Rothenberg
5016,Randall Wallace
5017,Randi Reisfeld
5018,Random House
5019,Randy Alcorn
5020,Randy Hall
5021,Ray Axford
5022,RAY BRADBURY
5023,Ray Bradbury
5024,Ray Garton
5025,Ray Gibson
5026,Ray Grigg
5027,Ray T. Malbrough
5028,Raymond A. Montgomery
5029,Raymond Buckland
5030,Raymond Carver
5031,Raymond Chandler
5032,RAYMOND CHANDLER
5033,Raymond Cloutier
5034,Raymond D Keene
5035,Raymond E. Feist
5036,RAYMOND FEIST
5037,Raymond H. Pierson
5038,Raymond Queneau
5039,Raymond Radiguet
5040,Raymond S. Moore
5041,Raymond Strait
5042,Readers Digest
5043,Reader's Digest Books Editors
5044,Reay Tannahill
5045,Rebecca Bradley
5046,Rebecca Brandewyne
5047,Rebecca Flanders
5048,Rebecca Godfrey
5049,Rebecca Lickiss
5050,Rebecca O'Connell
5051,Rebecca Reisert
5052,Rebecca Shannonhouse
5053,Rebecca Smith
5054,Rebecca Wells
5055,Rebecca West
5056,Rebecca Winters
5057,Rebecca Wood
5058,Rebecca York
5059,Redmond O'Hanlon
5060,Reed Arvin
5061,Reed Irvine
5062,Regina Oehler Fultz
5063,Reidar Jonsson
5064,Reinhard Delau
5065,Remarque Mari
5066,Rena Kornreich Gelissen
5067,RenÃ?Â© Girard
5068,Renan Demirkan
5069,Rene Barjavel
5070,Rene Chartrand
5071,Rene Descartes
5072,Renee
5073,Rex Stout
5074,Rhoda Huffey
5075,Rhonda Findling
5076,Ria Fehlau
5077,Ricarda Junge
5078,Ricardo Semler
5079,Rich Hall
5080,Rich Shapero
5081,Richard A. Knaak
5082,Richard A. Lupoff
5083,Richard Adams
5084,RICHARD ADAMS
5085,Richard Atwater
5086,Richard Awlinson
5087,Richard B. Stuart
5088,Richard Bach
5089,Richard Bachman
5090,Richard Bausch
5091,Richard Belzer
5092,Richard Bernstein
5093,Richard Blow
5094,Richard Bohringer
5095,Richard Brassey
5096,Richard Brightfield
5097,Richard Bruce Wright
5098,Richard Burton
5099,Richard Carlson
5100,Richard Craze
5101,Richard D. Mohr
5102,Richard Dalby
5103,Richard D'Ambrosio
5104,Richard David Carson
5105,Richard Dawkins
5106,Richard Doyle
5107,Richard Erdoes
5108,Richard Firstman
5109,Richard Flanagan
5110,Richard Franzen
5111,Richard George Adams
5112,Richard Harris
5113,Richard Henrick
5114,Richard Holmes
5115,Richard Kauffman
5116,Richard L. Anderson
5117,Richard L. McGuire
5118,Richard L. Polese
5119,Richard Laliberte
5120,Richard Laymon
5121,RICHARD LEDERER
5122,Richard Lederer
5123,Richard Lindberg
5124,Richard Littlejohn
5125,Richard M. Stallman
5126,Richard Marcinko
5127,Richard Matheson
5128,Richard Moran
5129,Richard N. Patterson
5130,Richard Nelson Bolles
5131,Richard North Patterson
5132,RICHARD NORTH PATTERSON
5133,Richard O'Connor
5134,Richard Olney
5135,Richard P. Henrick
5136,Richard Parrish
5137,Richard Parry
5138,Richard Paul Evans
5139,Richard Peck
5140,Richard Preston
5141,Richard Rayner
5142,Richard Rohr
5143,Richard Russo
5144,RICHARD RUSSO
5145,Richard S. Broughton
5146,RICHARD SCARRY
5147,Richard Sherbaniuk
5148,Richard Vetere
5149,RICHARD WAGAMESE
5150,Richard Webster
5151,Richard Wilbur
5152,Richard Woodman
5153,Richard Wrigley
5154,Richard Yates
5155,Richard Zimler
5156,Richmond Lattimore
5157,Rick Barba
5158,Rick Bragg
5159,Rick Carroll
5160,Rick Carson
5161,Rick Davis
5162,Rick Kirkman
5163,Rick Mofina
5164,Rick North
5165,Rick Simonson
5166,Ridley Pearson
5167,Rikki Ducornet
5168,Risa Mickenberg
5169,Rita Chapman Works
5170,Rita Ciresi
5171,Rita Clay Estrada
5172,Rita Dove
5173,Rita Golden Gelman
5174,Rita Herron
5175,Rita Konig
5176,Rita Mae Brown
5177,RITA MAE BROWN
5178,Rita Murphy
5179,Rita Rudner
5180,ROALD DAHL
5181,Roald Dahl
5182,Rob Morrow
5183,Rob Payne
5184,Robb Forman Dew
5185,Robbie Branscum
5186,Robbins
5187,Robert A Johnson
5188,Robert A. Heinlein
5189,Robert A. Miller
5190,Robert A. Wilson
5191,Robert Adams
5192,Robert Alexander
5193,Robert Allen
5194,Robert Amoroso
5195,Robert Angell
5196,Robert Asprin
5197,Robert Atkins
5198,Robert B. Parker
5199,Robert Barnard
5200,Robert Bloch
5201,Robert Boyer
5202,Robert Buderi
5203,Robert C. Atkins
5204,Robert C. O'Brien
5205,Robert Charles Wilson
5206,Robert Claiborne
5207,Robert Clark
5208,Robert Coover
5209,Robert Cowley
5210,Robert Crais
5211,ROBERT CRAIS
5212,Robert Daley
5213,ROBERT DOHERTY
5214,Robert Douglas Mead
5215,Robert Drewe
5216,Robert Fisher
5217,Robert Forrest Burgess
5218,Robert Fulghum
5219,ROBERT FULGHUM
5220,Robert G. Allen
5221,Robert G. Waldron
5222,Robert Gentile
5223,Robert Girardi
5224,Robert Goddard
5225,Robert Goldsborough
5226,ROBERT H. HOPCKE
5227,Robert H. Hopcke
5228,Robert H. March
5229,Robert Haas
5230,Robert HÃ?Â¼ltner
5231,Robert Half
5232,Robert Harris
5233,Robert Heinlein
5234,Robert Hendrickson
5235,Robert Holdstock
5236,Robert Hughes
5237,Robert Inman
5238,Robert J Ringer
5239,Robert J. Ringer
5240,Robert J. Sawyer
5241,Robert J. Wicks
5242,Robert James Waller
5243,Robert Jordan
5244,Robert K. Tanenbaum
5245,Robert K., Johnston
5246,Robert Kelley
5247,Robert Kirschner
5248,Robert Kraus
5249,Robert Kroetsch
5250,Robert L. Clifton
5251,Robert L. Forward
5252,Robert L. Van De Castle
5253,Robert L. Veninga
5254,Robert Lacey
5255,Robert Leckie
5256,Robert Leeson
5257,Robert Louis Stevenson
5258,ROBERT LOUIS STEVENSON
5259,Robert Louis, III Stevenson
5260,Robert Ludlum
5261,Robert M. Pirsig
5262,Robert M. Thomas
5263,Robert McCammon
5264,Robert McLiam-Wilson
5265,Robert Morgan
5266,Robert Munsch
5267,Robert N. Charrette
5268,Robert N. Munsch
5269,Robert Olen Butler
5270,Robert Parker
5271,ROBERT PARKER
5272,Robert Penn Warren
5273,ROBERT PIRSIG
5274,Robert Poe
5275,Robert Rankin
5276,Robert Reilly
5277,Robert Ringer
5278,Robert S. Kane
5279,Robert S. Levinson
5280,ROBERT S. MCELVAINE
5281,Robert S. Root-Bernstein
5282,Robert Sherman Loomis
5283,ROBERT SIEGEL
5284,Robert Silverberg
5285,Robert Simpson
5286,Robert Slater
5287,Robert Strandquist
5288,ROBERT T. BAKKER
5289,Robert T. Bakker
5290,Robert T. Kiyosaki
5291,Robert T., Ii Trotter
5292,Robert Tallant
5293,Robert W. Bly
5294,Robert W. Walker
5295,Robert Westall
5296,Robert William. Reid
5297,Robert. Metz
5298,Roberta Allen
5299,Roberta Uno
5300,Roberto Calasso
5301,Roberto Juarroz
5302,Roberto Schneider
5303,Roberto Vecchioni
5304,Robertson Davies
5305,Robin A. McKenzie
5306,Robin Bernstien
5307,Robin Cook
5308,Robin Dalton
5309,ROBIN HOBB
5310,Robin Jarvis
5311,Robin Jones Gunn
5312,Robin Klein
5313,Robin Law
5314,Robin McKinley
5315,Robin Quivers
5316,Robin Wells
5317,Robyn Carr
5318,Robyn Donald
5319,Robynn Clairday
5320,Rochelle Alers
5321,Rochelle Krich
5322,Rochelle Morton
5323,Rod R. Butterworth
5324,Roddy Doyle
5325,Roderick Anscombe
5326,Rodman Philbrick
5327,Roger Caras
5328,Roger D. Masters
5329,Roger E. Allen
5330,Roger Hargreaves
5331,Roger Housden
5332,Roger Knights
5333,Roger Lea MacBride
5334,Roger von Oech
5335,Roger Zelazny
5336,ROHINTON MISTRY
5337,Rohinton Mistry
5338,Roisin McAuley
5339,Roland Evans
5340,Roland Warren
5341,Rolf Potts
5342,Romain Gary
5343,Ron Burke
5344,Ron Hansen
5345,Ron L. Hubbard
5346,Ron Naveen
5347,Ron Powers
5348,Ron Rash
5349,RON SUSKIND
5350,Rona Jaffe
5351,Ronald David Laing
5352,Ronald De Leeuw
5353,Ronald Koertge
5354,Ronald Sanders
5355,Ros Stanley
5356,Rosa Maria Raich
5357,Rosalie Maggio
5358,Rosalind Laker
5359,ROSALIND MILES
5360,Rosalind Noonan
5361,Rosalyn McMillan
5362,Rosamond Halsey Carr
5363,Rosamund Stone Zander
5364,Rosamunde Pilcher
5365,Rose G. Mandelsberg
5366,Rose Marie Nichols McGee
5367,Rosellen Brown
5368,Rosemary Edghill
5369,Rosemary Rogers
5370,Rosemary Sassoon
5371,Rosemary Sutcliff
5372,Rosie Daley
5373,Rosie O'Donnell
5374,Rosie Rushton
5375,Ross King
5376,Ross Talarico
5377,Roxana Ferllini Timms
5378,Roxana Robinson
5379,Roxanne Henke
5380,Roy
5381,Roy Blount Jr.
5382,Roy Lewis
5383,Roy W. Poe
5384,Roy Willis
5385,Royina Grewal
5386,Roz Denny Fox
5387,Rubin Carter
5388,Ruby Jensen
5389,Rudolfo Anaya
5390,Rudrananda
5391,Rudyard Kipling
5392,Rufina Philby
5393,Rumer Godden
5394,Running Press
5395,Rupert Thomson
5396,Rush H., III Limbaugh
5397,Russell Ash
5398,Russell Baker
5399,Russell L. Ford
5400,Russell Lee
5401,RUSSELL MARTIN
5402,Ruth Adam
5403,Ruth Baetz
5404,Ruth Berger
5405,Ruth Birmingham
5406,Ruth Chew
5407,Ruth Gordon
5408,Ruth Maran
5409,Ruth Prawer Jhabvala
5410,Ruth Rendell
5411,Ruth Warrick
5412,Ruth Westheimer
5413,Ryszard Kapuscinski
5414,S Young
5415,S. A. Kramer
5416,S. E. Hinton
5417,S. J. Gaither
5418,S. Lane Poole
5419,S.D. Perry
5420,S.N. Lewitt
5421,Sage
5422,Salah Jamal
5423,Salinger
5424,Sallenav
5425,Salley Vickers
5426,Sally Beauman
5427,Sally Mandel
5428,Sally Rains
5429,Sally Warner
5430,Salman Rushdie
5431,SALMAN RUSHDIE
5432,Sam Bobrick
5433,Sam Donaldson
5434,Sam McBratney
5435,Sam Siciliano
5436,Samuel B. Griffith
5437,Samuel C Brownstein
5438,Samuel R. Delany
5439,Samuel Richardson
5440,Samuel Taylor Coleridge
5441,SANDOR MARAI
5442,Sandor Marai
5443,Sandra �Waddock
5444,Sandra Boynton
5445,Sandra Brown
5446,SANDRA BROWN
5447,Sandra Canfield
5448,SANDRA CISNEROS
5449,Sandra Cisneros
5450,Sandra Dallas
5451,SANDRA DAY O'CONNOR
5452,Sandra Felton
5453,Sandra Field
5454,Sandra Gurvis
5455,Sandra Hill
5456,Sandra Levy Ceren
5457,Sandra Magsamen
5458,SANDRA WEST PROWELL
5459,Santiago Alba Rico
5460,Sapphire
5461,Sara Backer
5462,Sara Davidson
5463,Sara Lewis
5464,Sara Orwig
5465,Sara Paretsky
5466,SARA PARETSKY
5467,Sara Pitzer
5468,Sara Pritchard
5469,Sara Shandler
5470,Sarah Ban Breathnach
5471,Sarah Caudwell
5472,Sarah Dunant
5473,Sarah Flannery
5474,Sarah Gallick
5475,SARAH L. DELANY
5476,Sarah Louise Delany
5477,Sarah Masters Buckey
5478,Sarah Mlynowski
5479,Sarah Orne Jewett
5480,Sarah Payne Stuart
5481,Sarah Shankman
5482,Sarah Stone
5483,Sarah Vowell
5484,Sarah Waters
5485,Saranne Dawson
5486,Sarina Singh
5487,Sark
5488,Sasha Miller
5489,Satya Das
5490,Saul Bellow
5491,Schiller
5492,Schwanitz
5493,Scott
5494,Scott Adams
5495,Scott Alexander
5496,Scott Ciencin
5497,Scott Cunningham
5498,Scott Gardiner
5499,Scott Haring
5500,Scott O'Dell
5501,SCOTT O'DELL
5502,Scott S. Smith
5503,Scott Smith
5504,Scott Spencer
5505,Scott Turow
5506,Scott Walker
5507,Scott, Cunningham
5508,Sean Flannery
5509,Sean Russell
5510,Sean Stewart
5511,Sebastian Faulks
5512,Sebastian Junger
5513,Sebastian Stuart
5514,Sebastiano Vassalli
5515,Sena Jeter Naslund
5516,Seth Godin
5517,Seuss
5518,Seymour Reit
5519,Shakti Gawain
5520,Shana Corey
5521,shang chun shu Cun
5522,Shannon Drake
5523,Shannon Holmes
5524,Shannon McKenna
5525,Shannon O'Cork
5526,Shannon Olson
5527,Shannon Waverly
5528,Sharan Newman
5529,Shari L. Thurer
5530,SHARI LEWIS
5531,Sharlee Dieguez
5532,Sharon A. Feaster
5533,Sharon Creech
5534,Sharon E. Heisel
5535,Sharon Green
5536,Sharon Kahn
5537,Sharon Kay Penman
5538,Sharon Lamb
5539,Sharon Sala
5540,Sharon Schulze
5541,Sharon Shinn
5542,SHARYN MCCRUMB
5543,Sharyn McCrumb
5544,Sheila Greenwald
5545,Sheila Heti
5546,Sheila L. Skemp
5547,Sheila O'Connor
5548,Sheila Stern
5549,Shel Arensen
5550,Shel Silverstein
5551,Shelby Yastrow
5552,Sheldon Siegel
5553,Sheldon Vanauken
5554,Shelia Ballantyne
5555,Shelia Moore
5556,Shelley Moore Thomas
5557,Shelley Smith
5558,Shelly R. Roberts
5559,Shena Mackay
5560,Sheri Holman
5561,Sheri Reynolds
5562,Sheri S. Tepper
5563,Sherman Wilcox
5564,Sherrie Lord
5565,Sherrie Weaver
5566,Sherrilyn Kenyon
5567,Sherry Diestler
5568,Sherry Garland
5569,Sherry Shahan
5570,Sherryl Woods
5571,Sherwood Anderson
5572,Sherwood Kiraly
5573,Sheryl Leach
5574,Shirlee Busbee
5575,Shirley Hazzard
5576,Shirley Jackson
5577,Shirley MacLaine
5578,Shirley Rousseau Murphy
5579,Shirley Temple Black
5580,Shlomo Dunour
5581,Shmuel Boteach
5582,Shulamit Lapid
5583,Shusha Guppy
5584,SHYAM SELVADURAI
5585,Sibylle Berg
5586,Sid Kirchheimer
5587,Sidney D. Kirkpatrick
5588,Sidney Omarr
5589,Sidney Sheldon
5590,Sidney W. Mintz
5591,Sidney Williams
5592,Siegfried Engelmann
5593,Siegfried Lenz
5594,Sigmund Brouwer
5595,Sigmund Freud
5596,Sigrid Heuck
5597,Sigrid Nunez
5598,Silas House
5599,Silvana Klein
5600,Silver Ravenwolf
5601,Silverberg
5602,Simeon Margolis
5603,Simon Brett
5604,Simon French
5605,Simon Jenkins
5606,Simon Kuper
5607,Simon Louvish
5608,Simon Mawer
5609,Simon Nye
5610,Simon R. Green
5611,Simon Schama
5612,Simon Winchester
5613,Sir Arthur Conan Doyle
5614,Sir Francis Chichester
5615,Siri Hustvedt
5616,Sirrus Poe
5617,Slavenka Drakulic
5618,Slavomir Rawicz
5619,Smithmark Publishing
5620,Sogyal Rinpoche
5621,Sonia Icilyn
5622,Sonja Massie
5623,Sophie Dahl
5624,SOPHIE KINSELLA
5625,Sophie Kinsella
5626,Sophie Schallingher
5627,Sophocles
5628,Sophy Burnham
5629,Soren Kierkegaard
5630,Spalding Gray
5631,Sparkle Hayter
5632,Spencer Johnson
5633,Spider Robinson
5634,Spike Milligan
5635,Springfiel
5636,St. Augustine
5637,StÃ?Â©fan Zweig
5638,Staff of the Wall St Journal
5639,Stan Berenstain
5640,STAN BERENSTAIN
5641,Stan Lee
5642,Stan Nicholls
5643,Stan Redding
5644,Stanislaw Lem
5645,Stanley
5646,Stanley �Milgram
5647,Stanley Bing
5648,Stanley Gordon West
5649,Stanley Morison
5650,STANLEY POTTINGER
5651,Stanley Smith
5652,Stanley Wynett
5653,Starhawk
5654,Stedman Graham
5655,Stef Ann Holm
5656,Stefan Fatsis
5657,Stefan Zweig
5658,Stefanie Scott
5659,Stefanie Zweig
5660,Stefano Benni
5661,Stel Pavlou
5662,Stella Braam
5663,Stella Cameron
5664,Stella Gibbons
5665,Sten Nadolny
5666,Stephan Jaramillo
5667,Stephanie Barron
5668,Stephanie Coontz
5669,Stephanie Doyle
5670,Stephanie Laurens
5671,Stephanie Maze
5672,Stephen Alter
5673,Stephen Baker
5674,Stephen Baxter
5675,Stephen Birmingham
5676,Stephen Bly
5677,Stephen C. George
5678,Stephen Cartwright
5679,Stephen Chbosky
5680,Stephen Coonts
5681,Stephen Cosgrove
5682,Stephen Covey
5683,STEPHEN CRANE
5684,Stephen Dobyns
5685,Stephen Donaldson
5686,Stephen E. Ambrose
5687,STEPHEN FREY
5688,STEPHEN FRIED
5689,Stephen Fried
5690,Stephen Fry
5691,Stephen Fuentes
5692,Stephen Gallagher
5693,Stephen Gazi
5694,Stephen Goldin
5695,Stephen Gresham
5696,STEPHEN HAWKING
5697,Stephen Hawking
5698,Stephen Hill
5699,Stephen Hunter
5700,Stephen J. Bigelow
5701,Stephen J. Cannell
5702,Stephen J. Dubner
5703,Stephen J. Small
5704,Stephen J. Weininger
5705,Stephen Jay Gould
5706,Stephen Jones
5707,STEPHEN KENDRICK
5708,Stephen Kenson
5709,STEPHEN KING
5710,Stephen L. Carter
5711,Stephen Lawhead
5712,STEPHEN LEACOCK
5713,Stephen M. Wylen
5714,Stephen Manes
5715,Stephen McCauley
5716,Stephen Nasser
5717,Stephen Quirke
5718,Stephen R Donaldson
5719,Stephen R. Covey
5720,STEPHEN R. DONALDSON
5721,Stephen R. Donaldson
5722,Stephen R. Lawhead
5723,Stephen Smoke
5724,Stephen Sondheim
5725,Stephen W. Frey
5726,Stephen White
5727,STEPHEN WHITE
5728,Stephen Williams
5729,STEPHEN WRIGHT
5730,Steve �Grenard
5731,Steve Allen
5732,Steve Alten
5733,Steve Barlow
5734,Steve Bell
5735,Steve Bennett
5736,Steve Bobrowski
5737,Steve Chandler
5738,Steve Ettlinger
5739,Steve Fraser
5740,STEVE FRIEDMAN
5741,Steve Gerlach
5742,Steve Heller
5743,Steve Hodel
5744,Steve Jackson
5745,Steve Kluger
5746,Steve Lewis
5747,Steve Martin
5748,Steve Martini
5749,Steve Mayes
5750,Steve Moss
5751,Steve Perry
5752,Steve Salerno
5753,Steve Shagan
5754,Steve Thayer
5755,Steve Vance
5756,Steven Alter
5757,STEVEN BOCHCO
5758,Steven Emerson
5759,Steven Ferry
5760,Steven L. Feinberg
5761,Steven P. Shelov
5762,Steven Paul Martini
5763,Steven Pressfield
5764,Steven Spielberg
5765,Steven Spruill
5766,Stevens
5767,Stewart Home
5768,Stewart Lee
5769,Stewart Lee Allen
5770,Stewart O'Nan
5771,Storm Constantine
5772,Stormie Omartian
5773,Stuart
5774,Stuart David
5775,Stuart Dybek
5776,Stuart Friedman
5777,Stuart M. Kaminsky
5778,Stuart Palmer
5779,Stuart Pawson
5780,Stuart Woods
5781,Suanne Kelman
5782,Sue Bishop
5783,Sue Civil-Brown
5784,Sue Ellen Cooper
5785,Sue Gee
5786,Sue Grafton
5787,SUE GRAFTON
5788,Sue Henry
5789,SUE MARGOLIS
5790,Sue Margolis
5791,Sue Miller
5792,Sue Monk Kidd
5793,Sue Townsend
5794,Sue Welfare
5795,Sue-Ellen Welfonder
5796,Sujata Massey
5797,Sun Tzu
5798,Sunny Griffin
5799,Sunset Books
5800,Surya Das
5801,Susan A. Brindle
5802,Susan Bowes
5803,Susan Brownmiller
5804,Susan Campbell Bartoletti
5805,Susan Carter
5806,Susan Collin Marks
5807,Susan Conant
5808,Susan Cooper
5809,Susan Crosby
5810,Susan Donovan
5811,Susan Dunlap
5812,Susan Dunn
5813,Susan E. Hinton
5814,Susan Elizabeth Phillips
5815,Susan Floyd
5816,Susan Forward
5817,Susan Fox Rogers
5818,Susan Gable
5819,Susan Grant
5820,Susan H Okeefe
5821,Susan Hill
5822,Susan Howatch
5823,Susan Isaacs
5824,Susan J. Douglas
5825,Susan J. Samtur
5826,Susan Kay Law
5827,Susan Kearney
5828,SUSAN LUDINGTON-HOE
5829,Susan M. McIntosh
5830,Susan Meier
5831,Susan Meyers
5832,SUSAN MINOT
5833,Susan Minot
5834,Susan Napier
5835,Susan Newman Ph.D
5836,SUSAN ORLEAN
5837,Susan Polis Schutz
5838,Susan R. Matthews
5839,Susan R. Sloan
5840,Susan Richards Shreve
5841,Susan S. Kelly
5842,Susan Shwartz
5843,Susan Sontag
5844,Susan Trott
5845,Susan Vreeland
5846,Susan Wiggs
5847,Susan Wittig Albert
5848,Susana Tamaro
5849,SUSANNA KAYSEN
5850,Susanna Moore
5851,Susanna Tamaro
5852,Susannah Leigh
5853,Susanne Gretter
5854,Susie Alexander
5855,SUZAN-LORI PARKS
5856,Suzanne Brockmann
5857,SUZANNE BROCKMANN
5858,Suzanne Fields
5859,SUZANNE FISHER STAPLES
5860,Suzanne Forster
5861,Suzanne G. Farnham
5862,Suzanne Lord
5863,Suzanne Simmons
5864,Suzanne Strempek Shea
5865,Suzette Haden Elgin
5866,Suzy Becker
5867,Sven Regener
5868,Sydne Heather Schinkel
5869,Syed Hussein Alatas
5870,Sylvia Browne
5871,Sylvia De Bejar
5872,Sylvia Nasar
5873,Sylvia Plath
5874,Sylvia Thompson
5875,Sylvie Kurtz
5876,Sylvie Matton
5877,T Ben Jelloun
5878,T. A. Barron
5879,T. A. Critchley
5880,T. Berry Brazelton
5881,T. Berry, M.D. Brazelton
5882,T. Coraghessan Boyle
5883,T. D. Jakes
5884,T. De Quincey
5885,T. G. H. James
5886,T. H. White
5887,T. Jefferson Parker
5888,T. Menten
5889,T. Pratchett
